path dep octanol octanoic pentanol division directionality movement
octanoic/0000 0.17525773195876287 0.25773195876288657 0.26804123711340205 0.29896907216494839 2.0 7.411264642958634 0.43765790198706866
octanoic/0001 0.33673469387755106 0.35714285714285715 0.081632653061224497 0.22448979591836735 0.0 6.1370145641616709 0.25326058685409952
octanoic/0002 0.42268041237113402 0.3505154639175258 0.1752577319587629 0.051546391752577324 5.0 4.9877299963833455 0.31811227191428371
octanoic/0003 0.15463917525773194 0.30927835051546387 0.39175257731958762 0.14432989690721651 1.0 7.1765046377469117 0.33699959286094328
octanoic/0004 0.42268041237113402 0.3505154639175258 0.1752577319587629 0.051546391752577324 2.0 8.173998598349467 0.36131699977267245
octanoic/0005 0.13265306122448978 0.22448979591836732 0.071428571428571425 0.5714285714285714 0.0 1.0180118923619137 0.04839602834290041
octanoic/0006 0.11224489795918366 0.31632653061224486 0.071428571428571425 0.49999999999999994 0.0 0.81314939434905786 0.033699969386703214
octanoic/0007 0.15463917525773194 0.30927835051546387 0.39175257731958762 0.14432989690721651 0.0 2.0779076063151831 0.12538686617858144
octanoic/0008 0.17525773195876287 0.25773195876288657 0.26804123711340205 0.29896907216494839 0.0 5.6059981687969227 0.19399491014820489
octanoic/0009 0.19191919191919193 0.28282828282828287 0.070707070707070718 0.45454545454545459 1.0 4.6609994182486352 0.15886951118026171
octanoic/0010 0.38775510204081631 0.16326530612244899 0.37755102040816324 0.071428571428571438 6.0 3.1469380339174755 0.53632290691529194
octanoic/0011 0.24242424242424243 0.45454545454545459 0.030303030303030304 0.27272727272727276 2.0 5.4021116880852107 0.62871386205053026
octanoic/0012 0.11224489795918366 0.31632653061224486 0.071428571428571425 0.49999999999999994 0.0 4.2369250053748804 0.18598686070855713
octanoic/0013 0.43877551020408162 0.35714285714285715 0.18367346938775511 0.020408163265306124 3.0 7.0303971702299988 0.49318806575706364
octanoic/0014 0.13265306122448978 0.22448979591836732 0.071428571428571425 0.5714285714285714 0.0 1.6312090600275639 0.07850374632500548
octanoic/0015 0.38775510204081631 0.16326530612244899 0.37755102040816324 0.071428571428571438 5.0 4.8542481096989691 0.39919409226261071
octanoic/0016 0.19191919191919193 0.28282828282828287 0.070707070707070718 0.45454545454545459 0.0 0.76452133808217249 0.051318741956832808
octanoic/0017 0.24242424242424243 0.45454545454545459 0.030303030303030304 0.27272727272727276 1.0 5.4164109194880767 0.98233590770654333
octanoic/0018 0.33673469387755106 0.35714285714285715 0.081632653061224497 0.22448979591836735 1.0 9.8851863332223537 0.62616704475799523
octanoic/0019 0.43877551020408162 0.35714285714285715 0.18367346938775511 0.020408163265306124 4.0 6.6733496465332456 0.30021473096048956
octanoic/0020 0.27272727272727276 0.26262626262626265 0.33333333333333337 0.13131313131313133 6.0 3.1360792711210443 0.18152757441799486
octanoic/0021 0.15306122448979589 0.040816326530612242 0.42857142857142849 0.37755102040816324 3.0 6.1520584548317707 0.91077527536736846
