# dep octanol octanoic pentanol
4.122448979591836760e-01 1.836734693877551117e-01 2.653061224489796158e-02 3.775510204081632404e-01
4.144329896907216759e-01 2.474226804123711432e-01 2.886597938144330397e-02 3.092783505154639290e-01
5.414141414141414588e-01 1.212121212121212155e-01 4.444444444444445308e-02 2.929292929292929282e-01
5.489795918367346150e-01 1.020408163265306145e-01 4.285714285714285754e-02 3.061224489795918435e-01
5.918367346938775420e-01 1.020408163265306145e-01 2.040816326530612429e-02 2.857142857142857539e-01
5.489795918367346150e-01 1.020408163265306145e-01 4.285714285714285754e-02 3.061224489795918435e-01
5.183673469387755084e-01 9.183673469387755584e-02 2.244897959183673672e-02 3.673469387755102233e-01
3.408163265306122791e-01 1.632653061224489943e-01 6.122448979591837287e-03 4.897959183673469274e-01
2.918367346938776086e-01 3.673469387755102233e-01 4.081632653061224858e-03 3.367346938775510612e-01
4.959183673469387821e-01 8.163265306122449716e-02 1.428571428571428874e-02 4.081632653061224580e-01
4.816326530612245471e-01 9.183673469387755584e-02 2.857142857142857748e-02 3.979591836734693855e-01
3.131313131313131493e-01 1.818181818181818232e-01 0.000000000000000000e+00 5.050505050505050830e-01
4.816326530612245471e-01 1.122448979591836732e-01 4.897959183673469830e-02 3.571428571428571508e-01
4.938775510204081454e-01 1.326530612244897767e-01 2.653061224489795811e-02 3.469387755102040782e-01
4.141414141414141437e-01 2.323232323232323482e-01 0.000000000000000000e+00 3.535353535353535359e-01
4.816326530612245471e-01 9.183673469387755584e-02 2.857142857142857748e-02 3.979591836734693855e-01
5.183673469387755084e-01 9.183673469387755584e-02 2.244897959183673672e-02 3.673469387755102233e-01
3.408163265306122791e-01 1.632653061224489943e-01 6.122448979591837287e-03 4.897959183673469274e-01
3.408163265306122791e-01 1.632653061224489943e-01 6.122448979591837287e-03 4.897959183673469274e-01
4.959183673469387821e-01 8.163265306122449716e-02 1.428571428571428874e-02 4.081632653061224580e-01
4.412371134020618979e-01 1.855670103092783574e-01 2.268041237113402331e-02 3.505154639175258047e-01
4.141414141414141437e-01 2.323232323232323482e-01 0.000000000000000000e+00 3.535353535353535359e-01
4.816326530612245471e-01 9.183673469387755584e-02 2.857142857142857748e-02 3.979591836734693855e-01
2.918367346938776086e-01 3.673469387755102233e-01 4.081632653061224858e-03 3.367346938775510612e-01
4.412371134020618979e-01 1.855670103092783574e-01 2.268041237113402331e-02 3.505154639175258047e-01
4.412371134020618979e-01 1.855670103092783574e-01 2.268041237113402331e-02 3.505154639175258047e-01
4.959183673469387821e-01 8.163265306122449716e-02 1.428571428571428874e-02 4.081632653061224580e-01
4.816326530612245471e-01 1.122448979591836732e-01 4.897959183673469830e-02 3.571428571428571508e-01
3.131313131313131493e-01 1.818181818181818232e-01 0.000000000000000000e+00 5.050505050505050830e-01
3.131313131313131493e-01 1.818181818181818232e-01 0.000000000000000000e+00 5.050505050505050830e-01
4.816326530612245471e-01 1.122448979591836732e-01 4.897959183673469830e-02 3.571428571428571508e-01
4.938775510204081454e-01 1.326530612244897767e-01 2.653061224489795811e-02 3.469387755102040782e-01
4.141414141414141437e-01 2.323232323232323482e-01 0.000000000000000000e+00 3.535353535353535359e-01
4.938775510204081454e-01 1.326530612244897767e-01 2.653061224489795811e-02 3.469387755102040782e-01
2.918367346938776086e-01 3.673469387755102233e-01 4.081632653061224858e-03 3.367346938775510612e-01
5.183673469387755084e-01 9.183673469387755584e-02 2.244897959183673672e-02 3.673469387755102233e-01
4.306122448979592399e-01 1.530612244897959218e-01 2.857142857142857748e-02 3.877551020408163129e-01
2.061855670103092675e-01 2.886597938144330189e-01 1.030927835051546372e-02 4.948453608247422308e-01
3.814432989690721421e-01 1.649484536082474195e-01 2.061855670103093091e-02 4.329896907216495006e-01
2.551020408163265918e-01 2.346938775510204189e-01 2.040816326530612429e-02 4.897959183673469274e-01
4.505050505050505194e-01 9.090909090909091161e-02 2.424242424242424587e-02 4.343434343434343647e-01
2.061855670103092675e-01 2.886597938144330189e-01 1.030927835051546372e-02 4.948453608247422308e-01
4.505050505050505194e-01 9.090909090909091161e-02 2.424242424242424587e-02 4.343434343434343647e-01
4.646464646464646409e-01 1.515151515151515194e-01 1.010101010101010360e-02 3.737373737373737570e-01
3.040816326530612068e-01 2.755102040816326814e-01 2.040816326530612429e-03 4.183673469387754751e-01
2.551020408163265918e-01 2.346938775510204189e-01 2.040816326530612429e-02 4.897959183673469274e-01
2.061855670103092675e-01 2.886597938144330189e-01 1.030927835051546372e-02 4.948453608247422308e-01
4.204081632653061673e-01 1.122448979591836732e-01 1.836734693877551186e-02 4.489795918367346927e-01
4.734693877551020558e-01 1.224489795918367319e-01 2.653061224489796158e-02 3.775510204081632404e-01
4.646464646464646409e-01 1.515151515151515194e-01 1.010101010101010360e-02 3.737373737373737570e-01
5.232323232323232709e-01 2.424242424242424310e-01 2.222222222222222654e-02 2.121212121212121271e-01
3.814432989690721421e-01 1.649484536082474195e-01 2.061855670103093091e-02 4.329896907216495006e-01
4.646464646464646409e-01 1.515151515151515194e-01 1.010101010101010360e-02 3.737373737373737570e-01
3.040816326530612068e-01 2.755102040816326814e-01 2.040816326530612429e-03 4.183673469387754751e-01
4.306122448979592399e-01 1.530612244897959218e-01 2.857142857142857748e-02 3.877551020408163129e-01
4.505050505050505194e-01 9.090909090909091161e-02 2.424242424242424587e-02 4.343434343434343647e-01
4.734693877551020558e-01 1.224489795918367319e-01 2.653061224489796158e-02 3.775510204081632404e-01
4.204081632653061673e-01 1.122448979591836732e-01 1.836734693877551186e-02 4.489795918367346927e-01
5.232323232323232709e-01 2.424242424242424310e-01 2.222222222222222654e-02 2.121212121212121271e-01
2.551020408163265918e-01 2.346938775510204189e-01 2.040816326530612429e-02 4.897959183673469274e-01
4.204081632653061673e-01 1.122448979591836732e-01 1.836734693877551186e-02 4.489795918367346927e-01
5.232323232323232709e-01 2.424242424242424310e-01 2.222222222222222654e-02 2.121212121212121271e-01
3.814432989690721421e-01 1.649484536082474195e-01 2.061855670103093091e-02 4.329896907216495006e-01
3.040816326530612068e-01 2.755102040816326814e-01 2.040816326530612429e-03 4.183673469387754751e-01
4.734693877551020558e-01 1.224489795918367319e-01 2.653061224489796158e-02 3.775510204081632404e-01
4.306122448979592399e-01 1.530612244897959218e-01 2.857142857142857748e-02 3.877551020408163129e-01
3.195876288659793563e-01 1.958762886597938124e-01 3.092783505154639290e-02 4.536082474226804107e-01
3.081632653061224802e-01 3.061224489795918435e-01 2.857142857142857748e-02 3.571428571428571508e-01
3.367346938775510057e-01 1.530612244897959218e-01 1.020408163265306214e-02 5.000000000000000000e-01
3.195876288659793563e-01 1.958762886597938124e-01 3.092783505154639290e-02 4.536082474226804107e-01
4.680412371134020644e-01 1.237113402061855716e-01 2.680412371134020810e-02 3.814432989690721976e-01
3.367346938775510612e-01 1.734693877551020669e-01 0.000000000000000000e+00 4.897959183673469274e-01
2.424242424242424310e-01 1.919191919191919338e-01 0.000000000000000000e+00 5.656565656565657463e-01
3.775510204081632404e-01 8.163265306122449716e-02 2.040816326530612429e-02 5.204081632653061451e-01
3.195876288659793563e-01 1.958762886597938124e-01 3.092783505154639290e-02 4.536082474226804107e-01
3.775510204081632404e-01 8.163265306122449716e-02 2.040816326530612429e-02 5.204081632653061451e-01
2.612244897959183909e-01 2.142857142857142738e-01 2.448979591836734915e-02 5.000000000000000000e-01
3.081632653061224802e-01 3.061224489795918435e-01 2.857142857142857748e-02 3.571428571428571508e-01
3.191919191919192489e-01 7.070707070707071829e-02 2.424242424242424587e-02 5.858585858585858563e-01
3.505154639175257492e-01 3.298969072164948391e-01 3.092783505154639290e-02 2.886597938144330189e-01
3.191919191919192489e-01 7.070707070707071829e-02 2.424242424242424587e-02 5.858585858585858563e-01
4.680412371134020644e-01 1.237113402061855716e-01 2.680412371134020810e-02 3.814432989690721976e-01
2.612244897959183909e-01 2.142857142857142738e-01 2.448979591836734915e-02 5.000000000000000000e-01
2.612244897959183909e-01 2.142857142857142738e-01 2.448979591836734915e-02 5.000000000000000000e-01
3.505154639175257492e-01 3.298969072164948391e-01 3.092783505154639290e-02 2.886597938144330189e-01
3.775510204081632404e-01 8.163265306122449716e-02 2.040816326530612429e-02 5.204081632653061451e-01
3.367346938775510057e-01 1.530612244897959218e-01 1.020408163265306214e-02 5.000000000000000000e-01
3.191919191919192489e-01 7.070707070707071829e-02 2.424242424242424587e-02 5.858585858585858563e-01
4.680412371134020644e-01 1.237113402061855716e-01 2.680412371134020810e-02 3.814432989690721976e-01
3.367346938775510612e-01 1.734693877551020669e-01 0.000000000000000000e+00 4.897959183673469274e-01
3.367346938775510057e-01 1.530612244897959218e-01 1.020408163265306214e-02 5.000000000000000000e-01
2.424242424242424310e-01 1.919191919191919338e-01 0.000000000000000000e+00 5.656565656565657463e-01
3.367346938775510612e-01 1.734693877551020669e-01 0.000000000000000000e+00 4.897959183673469274e-01
3.081632653061224802e-01 3.061224489795918435e-01 2.857142857142857748e-02 3.571428571428571508e-01
3.505154639175257492e-01 3.298969072164948391e-01 3.092783505154639290e-02 2.886597938144330189e-01
2.424242424242424310e-01 1.919191919191919338e-01 0.000000000000000000e+00 5.656565656565657463e-01
2.448979591836734637e-01 6.122448979591836593e-02 1.632653061224489943e-01 5.306122448979592177e-01
2.121212121212121271e-01 4.040404040404040886e-01 3.838383838383838675e-01 0.000000000000000000e+00
2.448979591836734637e-01 6.122448979591836593e-02 1.632653061224489943e-01 5.306122448979592177e-01
3.061224489795918435e-01 2.551020408163265363e-01 2.551020408163265363e-01 1.836734693877551117e-01
3.571428571428571508e-01 3.265306122448979886e-01 6.122448979591836593e-02 2.551020408163265363e-01
3.061224489795918435e-01 2.551020408163265363e-01 2.551020408163265363e-01 1.836734693877551117e-01
3.877551020408163129e-01 2.857142857142856984e-01 0.000000000000000000e+00 3.265306122448979331e-01
1.340206185567010266e-01 3.092783505154638735e-01 3.092783505154638943e-02 5.257731958762885682e-01
3.265306122448979886e-01 2.653061224489796088e-01 1.122448979591836732e-01 2.959183673469387710e-01
1.428571428571428770e-01 5.918367346938775420e-01 8.163265306122449716e-02 1.836734693877551117e-01
2.448979591836734637e-01 3.775510204081632404e-01 7.142857142857143848e-02 3.061224489795918435e-01
2.121212121212121271e-01 4.040404040404040886e-01 3.838383838383838675e-01 0.000000000000000000e+00
3.877551020408163129e-01 2.857142857142856984e-01 0.000000000000000000e+00 3.265306122448979331e-01
4.742268041237113763e-01 1.030927835051546476e-01 3.711340206185567148e-01 5.154639175257732381e-02
1.428571428571428770e-01 5.918367346938775420e-01 8.163265306122449716e-02 1.836734693877551117e-01
3.571428571428571508e-01 3.265306122448979886e-01 6.122448979591836593e-02 2.551020408163265363e-01
1.340206185567010266e-01 3.092783505154638735e-01 3.092783505154638943e-02 5.257731958762885682e-01
4.742268041237113763e-01 1.030927835051546476e-01 3.711340206185567148e-01 5.154639175257732381e-02
2.121212121212121271e-01 4.040404040404040886e-01 3.838383838383838675e-01 0.000000000000000000e+00
4.742268041237113763e-01 1.030927835051546476e-01 3.711340206185567148e-01 5.154639175257732381e-02
2.448979591836734637e-01 3.775510204081632404e-01 7.142857142857143848e-02 3.061224489795918435e-01
2.448979591836734637e-01 6.122448979591836593e-02 1.632653061224489943e-01 5.306122448979592177e-01
3.061224489795918435e-01 2.551020408163265363e-01 2.551020408163265363e-01 1.836734693877551117e-01
2.448979591836734637e-01 3.775510204081632404e-01 7.142857142857143848e-02 3.061224489795918435e-01
3.265306122448979886e-01 2.653061224489796088e-01 1.122448979591836732e-01 2.959183673469387710e-01
3.571428571428571508e-01 3.265306122448979886e-01 6.122448979591836593e-02 2.551020408163265363e-01
3.877551020408163129e-01 2.857142857142856984e-01 0.000000000000000000e+00 3.265306122448979331e-01
1.340206185567010266e-01 3.092783505154638735e-01 3.092783505154638943e-02 5.257731958762885682e-01
3.265306122448979886e-01 2.653061224489796088e-01 1.122448979591836732e-01 2.959183673469387710e-01
1.428571428571428770e-01 5.918367346938775420e-01 8.163265306122449716e-02 1.836734693877551117e-01
2.783505154639175361e-01 3.711340206185567148e-01 6.185567010309278579e-02 2.886597938144330189e-01
3.608247422680412320e-01 3.092783505154639290e-01 5.154639175257732381e-02 2.783505154639175361e-01
2.783505154639175361e-01 3.711340206185567148e-01 6.185567010309278579e-02 2.886597938144330189e-01
3.265306122448979886e-01 3.061224489795918435e-01 4.081632653061224858e-02 3.265306122448979886e-01
5.204081632653061451e-01 1.326530612244898044e-01 5.102040816326530726e-02 2.959183673469387710e-01
1.428571428571428492e-01 3.979591836734693855e-01 1.020408163265306041e-02 4.489795918367346372e-01
2.424242424242424310e-01 7.373737373737373479e-01 2.020202020202020374e-02 0.000000000000000000e+00
2.783505154639175361e-01 3.711340206185567148e-01 6.185567010309278579e-02 2.886597938144330189e-01
2.959183673469387710e-01 3.163265306122449161e-01 8.163265306122449716e-02 3.061224489795918435e-01
5.204081632653061451e-01 1.326530612244898044e-01 5.102040816326530726e-02 2.959183673469387710e-01
1.428571428571428492e-01 3.979591836734693855e-01 1.020408163265306041e-02 4.489795918367346372e-01
3.265306122448979886e-01 3.061224489795918435e-01 4.081632653061224858e-02 3.265306122448979886e-01
2.959183673469387710e-01 3.163265306122449161e-01 8.163265306122449716e-02 3.061224489795918435e-01
3.402061855670103219e-01 4.536082474226804107e-01 1.030927835051546372e-02 1.958762886597938124e-01
3.265306122448979886e-01 3.061224489795918435e-01 4.081632653061224858e-02 3.265306122448979886e-01
1.428571428571428492e-01 3.979591836734693855e-01 1.020408163265306041e-02 4.489795918367346372e-01
2.424242424242424310e-01 7.373737373737373479e-01 2.020202020202020374e-02 0.000000000000000000e+00
3.402061855670103219e-01 4.536082474226804107e-01 1.030927835051546372e-02 1.958762886597938124e-01
5.204081632653061451e-01 1.326530612244898044e-01 5.102040816326530726e-02 2.959183673469387710e-01
2.424242424242424310e-01 7.373737373737373479e-01 2.020202020202020374e-02 0.000000000000000000e+00
4.489795918367346927e-01 3.673469387755102233e-01 4.081632653061224858e-02 1.428571428571428770e-01
4.489795918367346927e-01 3.673469387755102233e-01 4.081632653061224858e-02 1.428571428571428770e-01
3.608247422680412320e-01 3.092783505154639290e-01 5.154639175257732381e-02 2.783505154639175361e-01
3.402061855670103219e-01 4.536082474226804107e-01 1.030927835051546372e-02 1.958762886597938124e-01
2.959183673469387710e-01 3.163265306122449161e-01 8.163265306122449716e-02 3.061224489795918435e-01
3.608247422680412320e-01 3.092783505154639290e-01 5.154639175257732381e-02 2.783505154639175361e-01
4.489795918367346927e-01 3.673469387755102233e-01 4.081632653061224858e-02 1.428571428571428770e-01
2.551020408163265363e-01 4.081632653061224580e-01 1.122448979591836732e-01 2.244897959183673464e-01
2.551020408163265363e-01 4.081632653061224580e-01 1.122448979591836732e-01 2.244897959183673464e-01
2.551020408163265363e-01 4.081632653061224580e-01 1.122448979591836732e-01 2.244897959183673464e-01
2.959183673469387710e-01 2.244897959183673464e-01 2.142857142857142738e-01 2.653061224489796088e-01
2.886597938144330189e-01 9.278350515463916481e-02 3.505154639175257492e-01 2.680412371134020533e-01
9.183673469387755584e-02 2.040816326530612568e-01 3.673469387755102233e-01 3.367346938775510612e-01
1.030927835051546476e-01 2.371134020618556881e-01 2.061855670103092952e-01 4.536082474226804107e-01
3.775510204081632404e-01 2.448979591836734637e-01 1.020408163265306145e-01 2.755102040816326814e-01
3.571428571428571508e-01 3.265306122448979886e-01 6.122448979591836593e-02 2.551020408163265363e-01
3.030303030303030387e-01 3.131313131313131493e-01 8.080808080808081495e-02 3.030303030303030387e-01
1.020408163265306145e-01 2.448979591836734637e-01 3.367346938775510612e-01 3.163265306122449161e-01
1.734693877551020391e-01 3.265306122448979331e-01 4.591836734693877098e-01 4.081632653061224164e-02
8.163265306122449716e-02 3.571428571428571508e-01 4.489795918367346927e-01 1.122448979591836732e-01
2.040816326530612290e-01 2.448979591836734637e-01 4.591836734693877653e-01 9.183673469387755584e-02
3.673469387755102233e-01 2.040816326530612290e-01 2.448979591836734637e-01 1.836734693877551117e-01
1.958762886597938124e-01 3.195876288659794118e-01 1.237113402061855716e-01 3.608247422680412320e-01
1.030927835051546476e-01 2.371134020618556881e-01 2.061855670103092952e-01 4.536082474226804107e-01
1.326530612244898044e-01 4.387755102040816202e-01 1.020408163265306214e-02 4.183673469387754751e-01
2.142857142857142738e-01 3.775510204081632404e-01 7.142857142857143848e-02 3.367346938775510612e-01
6.326530612244898322e-01 8.163265306122449716e-02 2.040816326530612290e-01 8.163265306122449716e-02
1.020408163265306145e-01 2.448979591836734637e-01 3.367346938775510612e-01 3.163265306122449161e-01
4.949494949494949725e-01 1.818181818181818232e-01 2.525252525252525415e-01 7.070707070707071829e-02
4.949494949494949725e-01 1.818181818181818232e-01 2.525252525252525415e-01 7.070707070707071829e-02
9.183673469387755584e-02 2.040816326530612568e-01 3.673469387755102233e-01 3.367346938775510612e-01
2.244897959183673464e-01 3.877551020408163129e-01 1.224489795918367319e-01 2.653061224489796088e-01
3.163265306122449161e-01 4.081632653061224858e-02 3.469387755102041337e-01 2.959183673469387710e-01
8.163265306122449716e-02 3.571428571428571508e-01 4.489795918367346927e-01 1.122448979591836732e-01
1.111111111111111049e-01 3.131313131313130937e-01 3.434343434343434254e-01 2.323232323232323204e-01
3.163265306122449161e-01 3.367346938775510612e-01 2.040816326530612290e-01 1.428571428571428770e-01
3.163265306122449161e-01 3.367346938775510612e-01 2.040816326530612290e-01 1.428571428571428770e-01
1.030927835051546476e-01 2.371134020618556881e-01 2.061855670103092952e-01 4.536082474226804107e-01
9.183673469387755584e-02 2.040816326530612568e-01 3.673469387755102233e-01 3.367346938775510612e-01
1.020408163265306145e-01 2.448979591836734637e-01 3.367346938775510612e-01 3.163265306122449161e-01
3.061224489795918435e-01 1.020408163265306145e-01 2.653061224489796088e-01 3.265306122448979886e-01
2.886597938144330189e-01 9.278350515463916481e-02 3.505154639175257492e-01 2.680412371134020533e-01
1.958762886597938124e-01 3.195876288659794118e-01 1.237113402061855716e-01 3.608247422680412320e-01
3.402061855670103219e-01 1.752577319587629023e-01 3.195876288659794118e-01 1.649484536082474195e-01
1.958762886597938124e-01 3.195876288659794118e-01 1.237113402061855716e-01 3.608247422680412320e-01
3.571428571428571508e-01 3.265306122448979886e-01 6.122448979591836593e-02 2.551020408163265363e-01
3.673469387755102233e-01 2.040816326530612290e-01 2.448979591836734637e-01 1.836734693877551117e-01
3.163265306122449161e-01 4.081632653061224858e-02 3.469387755102041337e-01 2.959183673469387710e-01
2.244897959183673464e-01 3.877551020408163129e-01 1.224489795918367319e-01 2.653061224489796088e-01
1.734693877551020391e-01 3.265306122448979331e-01 4.591836734693877098e-01 4.081632653061224164e-02
2.244897959183673464e-01 3.877551020408163129e-01 1.224489795918367319e-01 2.653061224489796088e-01
1.111111111111111049e-01 3.131313131313130937e-01 3.434343434343434254e-01 2.323232323232323204e-01
9.183673469387754196e-02 3.163265306122448606e-01 3.265306122448979331e-01 2.653061224489795533e-01
1.734693877551020391e-01 3.265306122448979331e-01 4.591836734693877098e-01 4.081632653061224164e-02
9.183673469387754196e-02 3.163265306122448606e-01 3.265306122448979331e-01 2.653061224489795533e-01
4.949494949494949725e-01 1.818181818181818232e-01 2.525252525252525415e-01 7.070707070707071829e-02
3.061224489795918435e-01 1.020408163265306145e-01 2.653061224489796088e-01 3.265306122448979886e-01
3.402061855670103219e-01 1.752577319587629023e-01 3.195876288659794118e-01 1.649484536082474195e-01
3.979591836734693855e-01 4.183673469387754751e-01 4.081632653061224858e-02 1.428571428571428770e-01
3.030303030303030387e-01 3.131313131313131493e-01 8.080808080808081495e-02 3.030303030303030387e-01
3.673469387755102233e-01 2.040816326530612290e-01 2.448979591836734637e-01 1.836734693877551117e-01
3.030303030303030387e-01 3.131313131313131493e-01 8.080808080808081495e-02 3.030303030303030387e-01
6.326530612244898322e-01 8.163265306122449716e-02 2.040816326530612290e-01 8.163265306122449716e-02
3.979591836734693855e-01 4.183673469387754751e-01 4.081632653061224858e-02 1.428571428571428770e-01
3.775510204081632404e-01 2.448979591836734637e-01 1.020408163265306145e-01 2.755102040816326814e-01
2.040816326530612290e-01 2.448979591836734637e-01 4.591836734693877653e-01 9.183673469387755584e-02
2.040816326530612290e-01 2.448979591836734637e-01 4.591836734693877653e-01 9.183673469387755584e-02
2.142857142857142738e-01 3.775510204081632404e-01 7.142857142857143848e-02 3.367346938775510612e-01
2.959183673469387710e-01 2.244897959183673464e-01 2.142857142857142738e-01 2.653061224489796088e-01
3.571428571428571508e-01 3.265306122448979886e-01 6.122448979591836593e-02 2.551020408163265363e-01
9.183673469387754196e-02 3.163265306122448606e-01 3.265306122448979331e-01 2.653061224489795533e-01
3.163265306122449161e-01 4.081632653061224858e-02 3.469387755102041337e-01 2.959183673469387710e-01
1.111111111111111049e-01 3.131313131313130937e-01 3.434343434343434254e-01 2.323232323232323204e-01
3.163265306122449161e-01 3.367346938775510612e-01 2.040816326530612290e-01 1.428571428571428770e-01
2.886597938144330189e-01 9.278350515463916481e-02 3.505154639175257492e-01 2.680412371134020533e-01
8.163265306122449716e-02 3.571428571428571508e-01 4.489795918367346927e-01 1.122448979591836732e-01
3.402061855670103219e-01 1.752577319587629023e-01 3.195876288659794118e-01 1.649484536082474195e-01
3.775510204081632404e-01 2.448979591836734637e-01 1.020408163265306145e-01 2.755102040816326814e-01
1.326530612244898044e-01 4.387755102040816202e-01 1.020408163265306214e-02 4.183673469387754751e-01
6.326530612244898322e-01 8.163265306122449716e-02 2.040816326530612290e-01 8.163265306122449716e-02
2.959183673469387710e-01 2.244897959183673464e-01 2.142857142857142738e-01 2.653061224489796088e-01
2.142857142857142738e-01 3.775510204081632404e-01 7.142857142857143848e-02 3.367346938775510612e-01
3.979591836734693855e-01 4.183673469387754751e-01 4.081632653061224858e-02 1.428571428571428770e-01
3.061224489795918435e-01 1.020408163265306145e-01 2.653061224489796088e-01 3.265306122448979886e-01
1.326530612244898044e-01 4.387755102040816202e-01 1.020408163265306214e-02 4.183673469387754751e-01
1.122448979591836871e-01 5.918367346938775420e-01 5.102040816326531419e-02 2.448979591836734915e-01
3.535353535353535359e-01 3.232323232323232598e-01 6.060606060606060774e-02 2.626262626262626521e-01
1.122448979591836871e-01 5.918367346938775420e-01 5.102040816326531419e-02 2.448979591836734915e-01
2.959183673469387710e-01 4.285714285714285476e-01 5.102040816326530726e-02 2.244897959183673464e-01
3.469387755102041337e-01 2.857142857142857539e-01 5.102040816326530726e-02 3.163265306122449161e-01
3.333333333333333703e-01 3.636363636363636465e-01 1.010101010101010222e-01 2.020202020202020443e-01
5.000000000000000000e-01 1.224489795918367319e-01 4.081632653061224858e-02 3.367346938775510612e-01
3.469387755102041337e-01 2.857142857142857539e-01 5.102040816326530726e-02 3.163265306122449161e-01
3.163265306122449161e-01 3.571428571428571508e-01 2.040816326530612429e-02 3.061224489795918435e-01
3.163265306122449161e-01 3.877551020408163129e-01 9.183673469387755584e-02 2.040816326530612290e-01
3.535353535353535359e-01 3.232323232323232598e-01 6.060606060606060774e-02 2.626262626262626521e-01
3.061224489795918435e-01 4.489795918367346927e-01 1.020408163265306214e-02 2.346938775510204189e-01
3.163265306122449161e-01 3.877551020408163129e-01 9.183673469387755584e-02 2.040816326530612290e-01
3.163265306122449161e-01 3.571428571428571508e-01 2.040816326530612429e-02 3.061224489795918435e-01
3.163265306122449161e-01 3.877551020408163129e-01 9.183673469387755584e-02 2.040816326530612290e-01
3.061224489795918435e-01 4.489795918367346927e-01 1.020408163265306214e-02 2.346938775510204189e-01
2.959183673469387710e-01 4.285714285714285476e-01 5.102040816326530726e-02 2.244897959183673464e-01
3.333333333333333703e-01 3.636363636363636465e-01 1.010101010101010222e-01 2.020202020202020443e-01
3.265306122448979886e-01 3.265306122448979886e-01 4.081632653061224858e-02 3.061224489795918435e-01
3.265306122448979886e-01 3.265306122448979886e-01 4.081632653061224858e-02 3.061224489795918435e-01
5.000000000000000000e-01 1.224489795918367319e-01 4.081632653061224858e-02 3.367346938775510612e-01
3.535353535353535359e-01 3.232323232323232598e-01 6.060606060606060774e-02 2.626262626262626521e-01
2.959183673469387710e-01 4.285714285714285476e-01 5.102040816326530726e-02 2.244897959183673464e-01
3.163265306122449161e-01 3.571428571428571508e-01 2.040816326530612429e-02 3.061224489795918435e-01
3.333333333333333703e-01 3.636363636363636465e-01 1.010101010101010222e-01 2.020202020202020443e-01
1.122448979591836871e-01 5.918367346938775420e-01 5.102040816326531419e-02 2.448979591836734915e-01
3.265306122448979886e-01 3.265306122448979886e-01 4.081632653061224858e-02 3.061224489795918435e-01
3.469387755102041337e-01 2.857142857142857539e-01 5.102040816326530726e-02 3.163265306122449161e-01
5.000000000000000000e-01 1.224489795918367319e-01 4.081632653061224858e-02 3.367346938775510612e-01
3.061224489795918435e-01 4.489795918367346927e-01 1.020408163265306214e-02 2.346938775510204189e-01
4.081632653061224580e-01 1.632653061224489943e-01 7.142857142857143848e-02 3.571428571428571508e-01
2.959183673469387710e-01 4.285714285714285476e-01 5.102040816326530726e-02 2.244897959183673464e-01
2.371134020618556881e-01 4.536082474226804107e-01 5.154639175257732381e-02 2.577319587628866260e-01
3.092783505154639290e-01 3.505154639175258047e-01 4.123711340206185488e-02 2.989690721649484462e-01
3.195876288659794118e-01 3.298969072164948391e-01 6.185567010309278579e-02 2.886597938144330189e-01
3.673469387755102233e-01 2.653061224489796088e-01 4.081632653061224858e-02 3.265306122448979886e-01
4.081632653061224580e-01 1.632653061224489943e-01 7.142857142857143848e-02 3.571428571428571508e-01
3.092783505154639290e-01 3.505154639175258047e-01 4.123711340206185488e-02 2.989690721649484462e-01
4.226804123711340178e-01 3.195876288659794118e-01 4.123711340206185488e-02 2.164948453608247503e-01
4.081632653061224580e-01 1.632653061224489943e-01 7.142857142857143848e-02 3.571428571428571508e-01
4.226804123711340178e-01 3.195876288659794118e-01 4.123711340206185488e-02 2.164948453608247503e-01
2.857142857142856984e-01 5.408163265306121792e-01 0.000000000000000000e+00 1.734693877551020391e-01
2.653061224489796088e-01 3.469387755102041337e-01 9.183673469387755584e-02 2.959183673469387710e-01
2.371134020618556881e-01 4.536082474226804107e-01 5.154639175257732381e-02 2.577319587628866260e-01
2.857142857142856984e-01 5.408163265306121792e-01 0.000000000000000000e+00 1.734693877551020391e-01
3.673469387755102233e-01 2.653061224489796088e-01 4.081632653061224858e-02 3.265306122448979886e-01
4.183673469387754751e-01 3.265306122448979886e-01 5.102040816326530726e-02 2.040816326530612290e-01
4.183673469387754751e-01 3.265306122448979886e-01 5.102040816326530726e-02 2.040816326530612290e-01
2.653061224489796088e-01 3.469387755102041337e-01 9.183673469387755584e-02 2.959183673469387710e-01
2.959183673469387710e-01 4.285714285714285476e-01 5.102040816326530726e-02 2.244897959183673464e-01
4.183673469387754751e-01 3.265306122448979886e-01 5.102040816326530726e-02 2.040816326530612290e-01
3.673469387755102233e-01 2.653061224489796088e-01 4.081632653061224858e-02 3.265306122448979886e-01
2.653061224489796088e-01 3.469387755102041337e-01 9.183673469387755584e-02 2.959183673469387710e-01
2.371134020618556881e-01 4.536082474226804107e-01 5.154639175257732381e-02 2.577319587628866260e-01
3.195876288659794118e-01 3.298969072164948391e-01 6.185567010309278579e-02 2.886597938144330189e-01
3.195876288659794118e-01 3.298969072164948391e-01 6.185567010309278579e-02 2.886597938144330189e-01
2.959183673469387710e-01 4.285714285714285476e-01 5.102040816326530726e-02 2.244897959183673464e-01
4.226804123711340178e-01 3.195876288659794118e-01 4.123711340206185488e-02 2.164948453608247503e-01
2.857142857142856984e-01 5.408163265306121792e-01 0.000000000000000000e+00 1.734693877551020391e-01
3.092783505154639290e-01 3.505154639175258047e-01 4.123711340206185488e-02 2.989690721649484462e-01
