path dep dodecane octanol pentanol division directionality movement
dodecane/0088 0.25 0.375 0.125 0.25 1.0 6.2228246541002408 0.20560769959836744
dodecane/0089 0.25 0.75 0.0 0.0 3.0 10.014466928819244 0.24038744290045078
dodecane/0090 0.1111111111111111 0.33333333333333331 0.22222222222222221 0.33333333333333331 1.0 3.1728287108150597 0.12878527019721195
dodecane/0091 0.0 0.0 1.0 0.0 1.0 2.5032470659824222 1.3757479482852222
dodecane/0092 0.20000000000000001 0.0 0.40000000000000002 0.40000000000000002 5.0 13.041764204602469 0.74222722052724877
dodecane/0093 0.33333333333333331 0.22222222222222221 0.33333333333333331 0.1111111111111111 1.0 4.4495781809350774 0.15822955478178957
dodecane/0094 0.0 0.16666666666666666 0.33333333333333331 0.5 1.0 0.56888544829338594 0.010719756572880434
dodecane/0095 0.27272727272727271 0.27272727272727271 0.27272727272727271 0.18181818181818182 5.0 3.1444961590122849 0.14232123403679908
dodecane/0096 0.14285714285714285 0.2857142857142857 0.42857142857142855 0.14285714285714285 0.0 0.4412136319372526 0.021548894403187375
dodecane/0097 0.59999999999999998 0.20000000000000001 0.0 0.20000000000000001 4.0 14.147999741994457 0.42216728884046173
dodecane/0098 0.0 0.0 0.0 1.0 0.0 0.0 0.0
dodecane/0099 0.5 0.33333333333333331 0.16666666666666666 0.0 1.0 3.9351480619828312 0.092583725252085081
dodecane/0100 0.125 0.375 0.25 0.25 1.0 1.3763868811164808 0.070897228917419994
dodecane/0101 0.0 0.375 0.25 0.375 0.0 2.1653287893110602 0.15116451575708392
dodecane/0102 0.0 0.40000000000000002 0.20000000000000001 0.40000000000000002 0.0 3.9498908896039593 0.15276621296160436
dodecane/0103 0.10000000000000001 0.29999999999999999 0.29999999999999999 0.29999999999999999 3.0 4.6606903368450707 0.3188182240125168
dodecane/0104 0.40000000000000002 0.59999999999999998 0.0 0.0 2.0 8.5084594339952506 0.32210825258481618
dodecane/0105 0.5 0.0 0.5 0.0 10.0 2.1131033296163855 0.41061100863447758
dodecane/0106 0.14285714285714285 0.42857142857142855 0.0 0.42857142857142855 1.0 9.5270270247719058 0.11010856435966956
dodecane/0107 0.14285714285714285 0.14285714285714285 0.2857142857142857 0.42857142857142855 0.0 0.32136051213878458 0.036131146520533543
dodecane/0108 0.0 0.25 0.5 0.25 0.0 1.5959707996378278 0.21663002657105926
dodecane/0109 0.27272727272727271 0.18181818181818182 0.27272727272727271 0.27272727272727271 0.0 0.34504003482981666 0.042235577366660712
dodecane/0110 0.25 0.25 0.125 0.375 3.0 7.616974761958601 0.25521106581732256
dodecane/0111 0.42857142857142855 0.14285714285714285 0.14285714285714285 0.2857142857142857 5.0 8.4571121686824675 0.42968085107478998
dodecane/0112 0.20000000000000001 0.0 0.20000000000000001 0.59999999999999998 1.0 8.6696732526943237 0.5412864306581685
dodecane/0113 0.33333333333333331 0.5 0.16666666666666666 0.0 3.0 4.3175497990800942 0.13032349124328929
dodecane/0114 0.0 0.33333333333333331 0.0 0.66666666666666663 0.0 7.3623853194085704 0.083345374913237041
dodecane/0115 0.5 0.5 0.0 0.0 0.0 0.0 0.0
dodecane/0116 0.0 0.33333333333333331 0.33333333333333331 0.33333333333333331 1.0 6.2354554261823028 0.26281503942008644
dodecane/0117 0.66666666666666663 0.0 0.0 0.33333333333333331 5.0 5.0229501156862213 0.11826809786798935
dodecane/0118 0.33333333333333331 0.33333333333333331 0.33333333333333331 0.0 2.0 6.327125502824412 0.17239387996956576
dodecane/0119 0.22222222222222221 0.22222222222222221 0.33333333333333331 0.22222222222222221 0.0 6.6149202875222866 0.236978799084788
dodecane/0120 0.2857142857142857 0.0 0.2857142857142857 0.42857142857142855 4.0 9.0242531652797489 0.50343212795212222
dodecane/0121 0.0 0.5 0.5 0.0 4.0 8.8918649629573263 0.29536314635113303
dodecane/0122 0.20000000000000001 0.40000000000000002 0.0 0.40000000000000002 4.0 13.910973554678623 0.16592442693060211
dodecane/0123 0.25 0.25 0.25 0.25 0.0 1.6563552895587879 0.074275851943606613
dodecane/0124 0.0 0.5 0.5 0.0 0.0 0.031169675773294582 0.014968244457912542
dodecane/0125 0.5 0.0 0.33333333333333331 0.16666666666666666 12.0 1.7391591017202064 0.6283943644069736
dodecane/0126 0.59999999999999998 0.40000000000000002 0.0 0.0 5.0 7.8715811078273115 0.23060945266698601
dodecane/0127 0.0 0.59999999999999998 0.0 0.40000000000000002 0.0 0.0 0.0
dodecane/0128 0.0 0.0 0.5 0.5 5.0 8.06640253796607 0.56789314040260797
dodecane/0129 0.16666666666666666 0.5 0.33333333333333331 0.0 5.0 3.5020762429088368 0.093469585649913201
dodecane/0130 0.25 0.0 0.75 0.0 3.0 5.6087638775702118 2.7223673775826454
dodecane/0131 0.2857142857142857 0.2857142857142857 0.0 0.42857142857142855 3.0 9.9273714590259754 0.14637188072001361
dodecane/0132 0.42857142857142855 0.2857142857142857 0.14285714285714285 0.14285714285714285 0.0 1.821074560412463 0.080691285099011884
dodecane/0133 0.33333333333333331 0.0 0.33333333333333331 0.33333333333333331 1.0 3.3238333456594815 0.30753227746125777
dodecane/0134 0.20000000000000001 0.29999999999999999 0.29999999999999999 0.20000000000000001 1.0 1.237530956342501 0.083576087863096879
dodecane/0135 0.0 0.75 0.25 0.0 1.0 8.7811249588924269 0.32017201938932588
dodecane/0136 0.375 0.0 0.375 0.25 8.0 7.5223925543026509 1.0877938388157165
dodecane/0137 0.0 0.375 0.375 0.25 1.0 2.5175242897542058 0.20461287154708063
dodecane/0138 0.33333333333333331 0.33333333333333331 0.0 0.33333333333333331 4.0 10.276370196449763 0.22042093814994435
dodecane/0139 0.0 0.33333333333333331 0.33333333333333331 0.33333333333333331 3.0 8.2070749065414859 0.13864580491980594
dodecane/0140 0.0 0.5 0.16666666666666666 0.33333333333333331 0.0 0.074363607324588576 0.018073032768906844
dodecane/0141 0.5 0.16666666666666666 0.0 0.33333333333333331 1.0 10.967800166321576 0.33909883592520029
dodecane/0142 0.59999999999999998 0.0 0.20000000000000001 0.20000000000000001 14.0 2.3483569386103471 0.93362202147745788
dodecane/0143 0.5 0.0 0.0 0.5 1.0 4.9413778680426459 0.14408549171332
dodecane/0144 0.33333333333333331 0.33333333333333331 0.1111111111111111 0.22222222222222221 2.0 5.6341266745693659 0.25201857146838846
dodecane/0145 0.22222222222222221 0.22222222222222221 0.22222222222222221 0.33333333333333331 0.0 4.1314940963046256 0.20506998012356606
dodecane/0146 0.25 0.25 0.25 0.25 0.0 1.8894495138871488 0.092604288825789305
dodecane/0147 0.10000000000000001 0.29999999999999999 0.29999999999999999 0.29999999999999999 0.0 5.6377878607236678 0.21074373151882358
dodecane/0148 0.33333333333333331 0.0 0.33333333333333331 0.33333333333333331 1.0 4.5241526789836257 0.38752078029116793
dodecane/0149 0.5 0.5 0.0 0.0 5.0 15.058418455481554 0.32677362060197473
dodecane/0150 0.40000000000000002 0.0 0.40000000000000002 0.20000000000000001 7.0 3.7269650400312111 0.80549003741760716
dodecane/0151 0.16666666666666666 0.33333333333333331 0.5 0.0 0.0 5.3756092983085209 0.19375122444560491
dodecane/0152 0.0 0.0 0.25 0.75 0.0 0.0 0.0
dodecane/0153 0.16666666666666666 0.5 0.0 0.33333333333333331 0.0 0.20655737625743062 0.0035768220832085094
dodecane/0154 0.0 0.5 0.5 0.0 0.0 0.010558446413782986 0.0049343978523774413
dodecane/0155 0.33333333333333331 0.16666666666666666 0.5 0.0 3.0 10.622584309973677 0.38361835204309974
dodecane/0156 0.375 0.375 0.125 0.125 0.0 2.1527227746105617 0.096459284149291211
dodecane/0157 0.40000000000000002 0.40000000000000002 0.20000000000000001 0.0 0.0 4.1108426601120431 0.1474542323164848
dodecane/0158 0.125 0.125 0.375 0.375 3.0 3.6858940796798869 0.23732585524346558
dodecane/0159 0.0 0.66666666666666663 0.33333333333333331 0.0 0.0 4.3129688234552903 0.11050828992945826
dodecane/0160 0.125 0.375 0.125 0.375 0.0 2.5336209996586883 0.090191682740084378
dodecane/0161 0.42857142857142855 0.14285714285714285 0.42857142857142855 0.0 3.0 4.7378063363922625 0.6303550308898499
dodecane/0162 0.59999999999999998 0.20000000000000001 0.20000000000000001 0.0 4.0 4.1942010509750087 0.17604983382824135
dodecane/0163 0.14285714285714285 0.42857142857142855 0.2857142857142857 0.14285714285714285 4.0 6.1000779714051605 0.22521646543498547
dodecane/0164 0.14285714285714285 0.42857142857142855 0.0 0.42857142857142855 2.0 6.0839913967375434 0.08193191886999919
dodecane/0165 0.20000000000000001 0.0 0.59999999999999998 0.20000000000000001 2.0 7.2452270718543934 1.1828052228793817
dodecane/0166 0.22222222222222221 0.1111111111111111 0.33333333333333331 0.33333333333333331 1.0 0.89116392274347478 0.034653220316484268
dodecane/0167 0.0 0.40000000000000002 0.40000000000000002 0.20000000000000001 2.0 20.768429292688211 0.27461512989898618
dodecane/0168 0.25 0.5 0.25 0.0 0.0 1.5719586883701369 0.17701054558122289
dodecane/0169 0.16666666666666666 0.16666666666666666 0.5 0.16666666666666666 0.0 0.0 0.0
dodecane/0170 0.16666666666666666 0.0 0.33333333333333331 0.5 3.0 9.6364441144291959 1.1893594025672583
dodecane/0171 0.375 0.25 0.375 0.0 4.0 2.9508782013644352 0.098342371557673114
dodecane/0172 0.375 0.125 0.375 0.125 3.0 5.6462921076960653 0.25397964428917058
dodecane/0173 0.33333333333333331 0.33333333333333331 0.33333333333333331 0.0 1.0 5.9676873165294202 0.21750054768989219
dodecane/0174 0.0 0.375 0.375 0.25 0.0 5.8334041698873529 0.22224195364697857
dodecane/0175 0.25 0.375 0.0 0.375 4.0 7.0044551058233742 0.11890057265736463
dodecane/0176 0.5 0.33333333333333331 0.0 0.16666666666666666 7.0 3.7079381541778096 0.12154557086769156
dodecane/0177 0.0 0.0 0.5 0.5 4.0 11.592768917005383 0.97593914950838678
dodecane/0178 0.22222222222222221 0.33333333333333331 0.33333333333333331 0.1111111111111111 1.0 4.9268381961228789 0.13346815069970014
dodecane/0179 0.16666666666666666 0.0 0.5 0.33333333333333331 3.0 7.6976483486115992 0.52268340998687712
dodecane/0180 0.0 0.375 0.25 0.375 1.0 2.3911081835215757 0.096108688720736135
dodecane/0181 0.25 0.0 0.375 0.375 0.0 3.5404518138768113 0.22631073770099017
dodecane/0182 0.0 0.0 0.25 0.75 1.0 0.46900606471048512 0.043781092085167436
dodecane/0183 0.33333333333333331 0.5 0.0 0.16666666666666666 0.0 0.0 0.00034578146611341634
dodecane/0184 0.20000000000000001 0.0 0.40000000000000002 0.40000000000000002 0.0 4.1747982713378091 0.27387328884185419
dodecane/0185 0.2857142857142857 0.2857142857142857 0.42857142857142855 0.0 0.0 5.2431354027222055 0.13054869363627755
dodecane/0186 0.5 0.33333333333333331 0.0 0.16666666666666666 8.0 3.3926713434312257 0.11518460874236366
dodecane/0187 0.20000000000000001 0.0 0.20000000000000001 0.59999999999999998 3.0 9.4372534225795892 0.56144371719863417
dodecane/0188 0.25 0.25 0.25 0.25 0.0 1.1587805462752685 0.069922476897068028
dodecane/0189 0.5 0.16666666666666666 0.16666666666666666 0.16666666666666666 7.0 7.7406762536255851 0.43607392625017216
dodecane/0190 0.40000000000000002 0.20000000000000001 0.0 0.40000000000000002 1.0 3.182460672809508 0.18752020911246026
dodecane/0191 0.42857142857142855 0.14285714285714285 0.2857142857142857 0.14285714285714285 0.0 2.8665809066733625 0.089218913147048412
dodecane/0192 0.40000000000000002 0.0 0.59999999999999998 0.0 11.0 2.365935839461986 0.7294727484594381
dodecane/0193 0.40000000000000002 0.40000000000000002 0.0 0.20000000000000001 3.0 8.5878378363215724 0.1080372749186828
dodecane/0194 0.40000000000000002 0.20000000000000001 0.0 0.40000000000000002 2.0 13.949632541698902 0.27444512373337732
dodecane/0195 0.33333333333333331 0.66666666666666663 0.0 0.0 4.0 11.963058664841222 0.25422821808152268
dodecane/0196 0.5 0.0 0.0 0.5 9.0 12.280995837010224 0.5122230093790674
dodecane/0197 0.2857142857142857 0.42857142857142855 0.2857142857142857 0.0 0.0 3.1964471677605082 0.23467460787410055
dodecane/0198 0.0 0.66666666666666663 0.33333333333333331 0.0 1.0 6.7029613274610202 0.20764178362960029
dodecane/0199 0.16666666666666666 0.33333333333333331 0.33333333333333331 0.16666666666666666 0.0 4.7658802096752293 0.22125871568378239
dodecane/0200 0.14285714285714285 0.42857142857142855 0.42857142857142855 0.0 0.0 4.3278088933701513 0.14449737611650457
dodecane/0201 0.59999999999999998 0.0 0.20000000000000001 0.20000000000000001 14.0 1.7054456523605626 0.64149056776299807
dodecane/0202 1.0 0.0 0.0 0.0 4.0 6.2873642714443738 0.077580572159562405
dodecane/0203 0.33333333333333331 0.16666666666666666 0.33333333333333331 0.16666666666666666 0.0 0.039089963549791884 0.005280523454973947
dodecane/0204 0.33333333333333331 0.5 0.0 0.16666666666666666 2.0 6.6032608692917938 0.086134928208139921
dodecane/0205 0.0 0.20000000000000001 0.59999999999999998 0.20000000000000001 0.0 2.7282031740392187 0.26551027958387646
dodecane/0206 0.33333333333333331 0.16666666666666666 0.16666666666666666 0.33333333333333331 0.0 2.6075424695120271 0.16374809142147059
dodecane/0207 0.0 0.40000000000000002 0.0 0.59999999999999998 0.0 8.5931185160294827 0.10912015689079439
dodecane/0208 0.25 0.375 0.125 0.25 1.0 5.6326822192279344 0.18289723401683122
dodecane/0209 0.375 0.375 0.25 0.0 10.0 2.6089219438203477 0.1147909165172992
dodecane/0210 0.14285714285714285 0.2857142857142857 0.42857142857142855 0.14285714285714285 0.0 7.6071989781911986 0.33848075718026932
dodecane/0211 0.22222222222222221 0.33333333333333331 0.1111111111111111 0.33333333333333331 1.0 2.5665736082000792 0.13445406799395224
dodecane/0212 0.0 0.2857142857142857 0.2857142857142857 0.42857142857142855 0.0 3.6701554036869579 0.1611990256502106
dodecane/0213 0.2857142857142857 0.42857142857142855 0.14285714285714285 0.14285714285714285 0.0 4.1781818964502575 0.21927210119624846
dodecane/0214 0.375 0.25 0.125 0.25 0.0 3.7230729528631388 0.18280864810766437
dodecane/0215 0.40000000000000002 0.20000000000000001 0.20000000000000001 0.20000000000000001 0.0 1.5073363753177487 0.13250221632532011
dodecane/0216 0.0 0.0 0.40000000000000002 0.59999999999999998 2.0 7.239660627867381 0.44108118020719161
dodecane/0217 0.33333333333333331 0.16666666666666666 0.16666666666666666 0.33333333333333331 1.0 8.5563074793431664 0.41857291835677052
dodecane/0218 0.42857142857142855 0.42857142857142855 0.0 0.14285714285714285 5.0 4.5683490959096265 0.14418443333690253
dodecane/0219 0.0 1.0 0.0 0.0 0.0 0.0 0.0
dodecane/0220 0.0 0.20000000000000001 0.40000000000000002 0.40000000000000002 1.0 3.3917910434245315 0.052936588688465958
dodecane/0221 0.0 0.0 1.0 0.0 1.0 4.7168180945956264 0.32953114623515212
dodecane/0222 0.0 1.0 0.0 0.0 0.0 1.2254295268545805 0.025769085665990118
dodecane/0223 0.66666666666666663 0.0 0.33333333333333331 0.0 4.0 4.1006665213525268 0.84307959807027644
dodecane/0224 0.27272727272727271 0.18181818181818182 0.27272727272727271 0.27272727272727271 1.0 9.3596746101290158 0.43363062481092041
dodecane/0225 0.375 0.375 0.125 0.125 3.0 5.640705649707435 0.094344963634929224
dodecane/0226 0.42857142857142855 0.0 0.14285714285714285 0.42857142857142855 0.0 4.3486435048685594 0.21062570702352826
dodecane/0227 0.25 0.25 0.0 0.5 2.0 9.2812281814937165 0.17095041876656483
dodecane/0228 0.22222222222222221 0.22222222222222221 0.33333333333333331 0.22222222222222221 1.0 10.543313749713088 0.41265837453111365
dodecane/0229 0.59999999999999998 0.20000000000000001 0.20000000000000001 0.0 6.0 4.6347385122342608 0.31363390759343007
dodecane/0230 0.0 0.5 0.5 0.0 2.0 9.2308710941332475 0.31624040636862333
dodecane/0231 0.22222222222222221 0.33333333333333331 0.33333333333333331 0.1111111111111111 6.0 4.5193291927438466 0.14799352409778019
dodecane/0232 0.0 0.33333333333333331 0.33333333333333331 0.33333333333333331 0.0 4.6440364484265659 0.13761117181203764
dodecane/0233 0.40000000000000002 0.20000000000000001 0.0 0.40000000000000002 2.0 6.0766943146568266 0.090864127461789096
dodecane/0234 0.25 0.125 0.25 0.375 0.0 3.2819653454859536 0.32366585605518761
dodecane/0235 0.0 0.75 0.0 0.25 0.0 0.0 0.0
dodecane/0236 0.375 0.375 0.0 0.25 3.0 3.1877768771442176 0.059667654746598103
dodecane/0237 0.33333333333333331 0.1111111111111111 0.22222222222222221 0.33333333333333331 2.0 5.9245824419149091 0.28897276789184212
dodecane/0238 0.5 0.33333333333333331 0.16666666666666666 0.0 1.0 6.5963301834834764 0.14328066242439391
dodecane/0239 0.25 0.5 0.25 0.0 0.0 5.0747276390255163 0.2679867043878057
dodecane/0240 0.0 0.5 0.25 0.25 0.0 2.2864829824896082 0.14969370784904676
dodecane/0241 0.42857142857142855 0.0 0.2857142857142857 0.2857142857142857 7.0 4.8011206266744146 0.89643473944718555
dodecane/0242 0.0 0.25 0.75 0.0 0.0 0.0070577905141355349 0.0019763697014427181
dodecane/0243 0.0 0.42857142857142855 0.14285714285714285 0.42857142857142855 0.0 0.17728168089297441 0.0038832656351760315
dodecane/0244 0.33333333333333331 0.33333333333333331 0.33333333333333331 0.0 0.0 4.0604827733641899 0.15797795682763746
dodecane/0245 0.0 0.0 0.66666666666666663 0.33333333333333331 4.0 8.1979572720239489 0.56426916049509868
dodecane/0246 0.33333333333333331 0.16666666666666666 0.0 0.5 1.0 3.0345453393581949 0.078128834306020425
dodecane/0247 0.33333333333333331 0.0 0.66666666666666663 0.0 5.0 3.3760676595747681 1.516226962641446
